geo.coordinates
"[ 31.51727922, -93.64884927999999 ]"
"[ 31.08239034, -92.95270606 ]"

"[ 29.69521297, -90.5971662 ]"
"[ 30.5597845, -93.237437 ]"
"[ 30.01564244, -90.04186381 ]"
"[ 15.5291385, -88.02754349999999 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 30.75751417, -92.41571684 ]"

"[ 30.0411657, -89.9962235 ]"
"[ 32.55564612, -92.27048686000001 ]"
"[ 29.96746933, -90.20343415000001 ]"

"[ 30.00098346, -90.14752000999999 ]"
"[ 14.98586625, -89.72963153000001 ]"
"[ 29.9050036, -89.9898166 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 30.5597845, -93.237437 ]"
"[ 30.82883039, -92.32263199 ]"
"[ 31.77217267, -93.64445145000001 ]"
"[ 30.01273191, -90.01992660000001 ]"
"[ 32.43557509, -92.05087585 ]"
"[ 30.09913761, -92.67433083 ]"
"[ 31.52828463, -93.64749657999999 ]"
"[ 17.24211, -88.76468 ]"
"[ 30.6667267, -92.27593880000001 ]"
"[ 31.0711225, -93.253269 ]"
"[ 29.85067715, -90.1188648 ]"
"[ 30.75750798, -92.41571537 ]"
"[ 29.99607999, -90.17699712 ]"

"[ 32.46748839, -92.08797998 ]"
"[ 30.6667274, -92.2759413 ]"
"[ 31.33432398, -92.38010887999999 ]"
"[ 30.17294868, -93.94560251 ]"
"[ 32.43557509, -92.05087585 ]"
"[ 29.86446166, -90.03682999999999 ]"
"[ 31.36887312, -92.41669125 ]"
"[ 29.90209907, -90.13194934000001 ]"
"[ 31.77216392, -93.64428964 ]"
"[ 30.0323896, -90.0170183 ]"
"[ 29.9715616, -90.0501956 ]"
"[ 14.7624, -88.78089 ]"
"[ 32.08915237, -93.87393611 ]"
"[ 29.91375208, -90.03438937 ]"
"[ 31.53089072, -93.65165868 ]"
"[ 30.12978487, -93.34776445 ]"
"[ 31.56519822, -93.00740582 ]"
"[ 31.33432398, -92.38010887999999 ]"
"[ 29.86447663, -90.03677845 ]"
"[ 29.7752718, -90.77903311 ]"
"[ 31.61327703, -93.41245592999999 ]"
"[ 15.5291385, -88.02754349999999 ]"

"[ 29.97293952, -90.12064744 ]"
"[ 29.96730942, -90.18802058999999 ]"

"[ 30.6667277, -92.2759389 ]"
"[ 15.00373, -89.5729 ]"
"[ 30.37699181, -92.00614057 ]"
"[ 30.02109152, -90.27351625 ]"
"[ 31.33432398, -92.38010887999999 ]"
"[ 30.37701316, -92.00610702 ]"
"[ 30.2431475, -93.7592631 ]"
"[ 30.0411839, -89.99615660000001 ]"

"[ 29.9715617, -90.0501951 ]"
"[ 29.6716708, -90.71458440000001 ]"
"[ 29.93487199, -90.11308183 ]"
"[ 30.13499237, -93.32367279 ]"
"[ 30.25942993, -92.66279652 ]"

"[ 31.61327703, -93.41245592999999 ]"
"[ 29.95991399, -90.06373547 ]"
"[ 30.17296997, -93.94557958 ]"
"[ 30.29199572, -93.03478068 ]"
"[ 30.524249, -92.1224558 ]"
"[ 31.56544365, -93.00725142 ]"
"[ 30.5242502, -92.12240199999999 ]"
"[ 30.75759012, -92.41549679000001 ]"
"[ 31.26699106, -92.34545549000001 ]"
"[ 15.76223744, -86.82509401 ]"
"[ 15.4974534, -87.9820974 ]"
"[ 32.40612754, -92.10392894 ]"
"[ 15.717683, -88.60087214000001 ]"
"[ 30.28323934, -93.05341439 ]"
"[ 32.46335619, -92.08743285 ]"
"[ 32.43577123, -92.05090351 ]"

"[ 31.79527749, -93.0924498 ]"
"[ 31.0711204, -93.25326130000001 ]"
"[ 15.77924333, -88.03435 ]"
"[ 30.09912078, -92.67455535000001 ]"
"[ 30.6667271, -92.27594139999999 ]"
"[ 32.08913678, -93.87391522999999 ]"
"[ 31.79525096, -93.09244777000001 ]"
"[ 15.00373, -89.5729 ]"
"[ 32.59146868, -93.69965379 ]"
"[ 30.75759012, -92.41549679000001 ]"
"[ 14.93210586, -89.52256219 ]"
"[ 31.0711148, -93.2532623 ]"
"[ 30.13405303, -93.25789675999999 ]"
"[ 30.25946502, -92.6627821 ]"

"[ 30.91945779, -91.99213933 ]"
"[ 29.9560389, -90.06744378 ]"
"[ 31.61318756, -93.41240941 ]"
"[ 30.0199985, -90.0009051 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 29.69521532, -90.59716779999999 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 31.36044955, -92.17610285000001 ]"
"[ 29.93977202, -89.95890504 ]"
"[ 30.75759591, -92.41546934 ]"
"[ 15.47632, -88.83016000000001 ]"
"[ 31.08182531, -92.95227779 ]"
"[ 29.875016, -92.218675 ]"
"[ 31.6050333, -93.4781962 ]"
"[ 31.29865133, -92.50899652 ]"
"[ 15.00373, -89.5729 ]"
"[ 29.96487672, -90.10580367 ]"
"[ 30.10055367, -90.46804378 ]"
"[ 31.30453449, -92.63086792999999 ]"
"[ 30.28313758, -93.05357108 ]"
"[ 31.29987203, -92.32760089999999 ]"

"[ 30.6667272, -92.27594120000001 ]"
"[ 31.34769757, -92.24391420000001 ]"
"[ 32.43566159, -92.05086948 ]"
"[ 29.99564679, -90.1892709 ]"
"[ 29.971562, -90.0501953 ]"
"[ 29.87583063, -90.13606042000001 ]"
"[ 30.75758251, -92.41548176000001 ]"
"[ 31.26692231, -92.34543952999999 ]"
"[ 32.0891165, -93.87404239 ]"
"[ 30.48152862, -92.61703602999999 ]"
"[ 14.93209324, -89.5225652 ]"
"[ 32.43566159, -92.05086948 ]"
"[ 30.6667274, -92.27594120000001 ]"
"[ 30.12739803, -93.246118 ]"
"[ 30.01832438, -89.9919558 ]"
"[ 29.95822, -90.076714 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 30.02110154, -90.27389029 ]"
"[ 15.47632, -88.83016000000001 ]"

"[ 31.53089072, -93.65165868 ]"
"[ 29.96344064, -90.05773544 ]"
"[ 29.97041169, -90.09857966 ]"
"[ 30.02720556, -89.98617269 ]"
"[ 31.07816154, -92.09849588 ]"
"[ 15.7792611, -86.78712659999999 ]"
"[ 30.28326543, -93.05349124999999 ]"
"[ 31.08200648, -92.95219456 ]"
"[ 31.0711159, -93.25326250000001 ]"
"[ 30.22601719, -92.35353836 ]"
"[ 32.56460959, -92.25216969 ]"
"[ 30.02701744, -89.98616056 ]"
"[ 29.90324441, -89.94053037 ]"
"[ 30.01366784, -90.13395328999999 ]"
"[ 15.71767493, -88.60088345 ]"
"[ 32.43570396, -92.05103896999999 ]"
"[ 32.5619428, -92.4667637 ]"

"[ 30.01385982, -90.13764118 ]"
"[ 31.07816154, -92.09849588 ]"
"[ 30.02701744, -89.98616056 ]"
"[ 30.17296503, -93.94557967 ]"
"[ 30.01394925, -90.13993795 ]"
"[ 29.93676282, -90.10166338000001 ]"
"[ 14.93207132, -89.52253478 ]"
"[ 31.1373589, -93.1425933 ]"

"[ 30.4345758, -93.116293 ]"
"[ 31.35012089, -92.37097462 ]"
"[ 32.46320318, -92.08813123 ]"
"[ 29.86016538, -90.03572083 ]"
"[ 30.02701744, -89.98616056 ]"
"[ 29.86704182, -90.082677 ]"
"[ 30.6667267, -92.27594019999999 ]"
"[ 29.95687778, -90.06674221 ]"
"[ 31.2894919, -92.3294884 ]"
"[ 29.95992171, -90.1065782 ]"
"[ 30.22762, -92.35141 ]"
"[ 32.5556619, -92.27055212 ]"

"[ 30.13564844, -93.32391708999999 ]"
"[ 32.43567232, -92.05086797 ]"
"[ 29.9715618, -90.0501953 ]"
"[ 30.00307441, -90.15977383000001 ]"
"[ 30.28673644, -91.87577551 ]"
"[ 32.0891758, -93.87395429 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 30.02701744, -89.98616056 ]"
"[ 15.404422, -87.795281 ]"
"[ 31.56537843, -93.00731562999999 ]"
"[ 15.4779481, -88.0163963 ]"
"[ 32.56471847, -92.25239525000001 ]"
"[ 32.55914846, -92.07181561 ]"
"[ 30.7575853, -92.41551920000001 ]"

"[ 31.6483331, -93.084073 ]"
"[ 31.35014313, -92.37101199 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 32.43566507, -92.05087023999999 ]"
"[ 32.43576054, -92.05101406999999 ]"
"[ 30.10059143, -89.90148215000001 ]"
"[ 29.9715616, -90.0501956 ]"
"[ 30.25358753, -91.89542152 ]"
"[ 29.85058308, -90.11892915 ]"
"[ 29.85060453, -90.11893451 ]"
"[ 29.94108321, -90.11937943 ]"

"[ 15.5291385, -88.02754349999999 ]"
"[ 30.22772, -92.35127 ]"



"[ 32.4356649, -92.05086654999999 ]"
"[ 30.08915869, -91.94072475 ]"
"[ 29.8931985, -90.0242111 ]"
"[ 30.77255653, -92.40613097000001 ]"
"[ 31.79511123, -93.09220655 ]"
"[ 31.34383509, -92.51007113 ]"
"[ 32.64104575, -92.06704705999999 ]"
"[ 30.00231384, -90.14284372 ]"
"[ 30.75760579, -92.41547948 ]"
"[ 30.6667266, -92.2759403 ]"
"[ 30.17417211, -92.00341450000001 ]"
"[ 30.0990467, -92.67461502 ]"

"[ 29.81691792, -90.1059698 ]"
"[ 31.77216392, -93.64428964 ]"
"[ 29.9010045, -90.01340677 ]"
"[ 30.02075193, -90.27341676 ]"
"[ 29.69521523, -90.59716797 ]"
"[ 31.6483331, -93.084073 ]"
"[ 15.00373, -89.5729 ]"
"[ 30.75760405, -92.41546554 ]"
"[ 14.91644076, -89.52358155 ]"
"[ 30.06892461, -89.81509463 ]"
"[ 15.4974534, -87.9820974 ]"
"[ 30.22772, -92.35127 ]"
"[ 30.02100888, -90.27356494999999 ]"
"[ 14.6300273, -89.9874366 ]"
"[ 31.34383509, -92.51007113 ]"
"[ 31.2894919, -92.3294884 ]"
"[ 31.79482505, -93.09261959 ]"
"[ 29.88942134, -90.11710734 ]"
"[ 29.9185795, -90.2141341 ]"

"[ 29.96009325, -90.10660197999999 ]"
"[ 14.44416624, -89.74363656 ]"
"[ 30.25946509, -92.66278273 ]"
"[ 29.96738963, -90.18783917 ]"
"[ 31.51388175, -93.62347828 ]"
"[ 15, -105 ]"
"[ 29.9010045, -90.01340677 ]"
"[ 29.92887993, -90.09931978 ]"
"[ 31.071111, -93.2532626 ]"
"[ 31.77210202, -93.64441244 ]"
"[ 15.5496909, -88.02651520000001 ]"
"[ 29.96008249, -90.10670962 ]"
"[ 31.0711095, -93.2532365 ]"
"[ 32.5619428, -92.4667637 ]"
"[ 30.6667273, -92.2759416 ]"
"[ 29.8506099, -90.11892915 ]"
"[ 32.46333524, -92.08764299000001 ]"
"[ 31.34422999, -92.5098924 ]"
"[ 29.96008249, -90.10670962 ]"
"[ 32.64090427, -92.06710975 ]"
"[ 15.11468913, -89.35733913 ]"
"[ 14.93208, -89.5225994 ]"
"[ 31.0711166, -93.2532623 ]"
"[ 30.29760994, -92.07449062000001 ]"
"[ 29.85952429, -89.98449479999999 ]"
"[ 30.66672, -92.275981 ]"
"[ 30.25944284, -92.66258999999999 ]"
"[ 15.76227955, -86.82512473 ]"
"[ 29.85063136, -90.11893451 ]"
"[ 29.959941, -90.10680917000001 ]"
"[ 29.86449804, -90.03668767000001 ]"
"[ 31.2894919, -92.3294884 ]"
"[ 32.60558741, -92.06689849999999 ]"
"[ 31.61233732, -93.41058122 ]"
"[ 29.96743682, -90.18781607 ]"
"[ 30.22772, -92.35127 ]"
"[ 29.88946237, -90.11708178000001 ]"
"[ 31.56534885, -93.00746416 ]"
"[ 29.81794604, -90.1053548 ]"
"[ 30.22772, -92.35127 ]"
"[ 32.46343767, -92.08750139 ]"
"[ 31.79507019, -93.09248573000001 ]"
"[ 29.95984814, -90.10695298 ]"
"[ 29.85064745, -90.11893988 ]"
"[ 14.9320927, -89.52252077999999 ]"
"[ 29.96342135, -90.01876071 ]"
"[ 30.6667267, -92.27594019999999 ]"
"[ 31.77217313, -93.64445214 ]"
"[ 31.34387068, -92.51005948 ]"
"[ 29.96745737, -90.18782237000001 ]"

"[ 29.85065281, -90.11894524 ]"
"[ 30.17421171, -92.00342188 ]"
"[ 29.96387525, -90.10643506 ]"
"[ 31.34427201, -92.50991394 ]"
"[ 30.25940566, -92.6628067 ]"

"[ 32.43583179, -92.05091449 ]"
"[ 31.39188118, -92.43033373999999 ]"
"[ 30.6667267, -92.27594019999999 ]"
"[ 29.95964526, -90.10676932 ]"
"[ 29.90147984, -90.01313201000001 ]"
"[ 29.72103272, -91.04733195999999 ]"
"[ 31.53060219, -93.65152953 ]"
"[ 29.96387054, -90.10644777 ]"
"[ 31.79509944, -93.09238291 ]"
"[ 30.22771, -92.35128 ]"
"[ 32.52459534, -92.33183708 ]"
"[ 30.1876218, -92.1124751 ]"
"[ 30.25946677, -92.66259905 ]"


"[ 31.79481686, -93.09251101 ]"
"[ 31.0711317, -93.2532793 ]"
"[ 30.25946677, -92.66259905 ]"
"[ 32.46389042, -92.0938834 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 29.875016, -92.218675 ]"
"[ 29.99547822, -90.18916684 ]"
"[ 17.24212, -88.76468 ]"
"[ 15.40929, -88.01146 ]"
"[ 30.08268834, -89.91727897 ]"
"[ 29.85065818, -90.11894524 ]"
"[ 29.9334328, -90.08204013 ]"
"[ 31.79481686, -93.09251101 ]"

"[ 14.92874313, -89.52274739000001 ]"
"[ 29.85065281, -90.11894524 ]"
"[ 29.98445905, -91.78887134999999 ]"
"[ 14.8616767, -90.0694281 ]"
"[ 32.4298543, -92.04606041 ]"
"[ 32.5653435, -92.9964662 ]"
"[ 29.95975002, -90.10673057 ]"
"[ 31.51652935, -93.63938011 ]"
"[ 31.08170834, -92.95218475 ]"
"[ 30.25381116, -91.89442248 ]"
"[ 29.94764051, -90.13010130000001 ]"
"[ 31.39189549, -92.43037615999999 ]"
"[ 30.22771, -92.35128 ]"
"[ 32.46327116, -92.08763653 ]"
"[ 29.96740635, -90.18780291 ]"
"[ 31.34424869, -92.50987985 ]"
"[ 32.46384, -92.09383905999999 ]"
"[ 31.52984756, -93.65198834 ]"
"[ 31.39234638, -92.43039066 ]"
"[ 15.61308417, -87.93919153 ]"
"[ 30.1876218, -92.1124751 ]"
"[ 29.96740635, -90.18780291 ]"
"[ 32.26863699, -93.69672782000001 ]"
"[ 32.5619428, -92.4667637 ]"
"[ 29.85065281, -90.11895061 ]"
"[ 29.99537905, -90.18929048 ]"
"[ 30.25840579, -91.86208680999999 ]"
"[ 32.46324501, -92.08764307 ]"
"[ 15.40929, -88.01146 ]"

"[ 29.90112452, -90.01349205 ]"
"[ 30.343009, -92.053804 ]"
"[ 29.94764049, -90.13010128000001 ]"
"[ 32.40610315, -92.10394948 ]"
"[ 31.98646501, -93.92662047 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 15.40929, -88.01146 ]"


"[ 29.96552018, -90.10678134 ]"
"[ 15.5, -90.25 ]"
"[ 29.86466073, -90.03664928000001 ]"
"[ 29.95943458, -90.10679329 ]"
"[ 29.85065281, -90.11894524 ]"
"[ 30.25357461, -91.89512628999999 ]"
"[ 32.54788815, -93.49244158 ]"
"[ 31.79484474, -93.09258131 ]"
"[ 29.96337734, -90.01891687 ]"
"[ 31.39187233, -92.43031488 ]"
"[ 29.951129, -90.069773 ]"
"[ 29.971249, -91.7613865 ]"
"[ 29.9542597, -90.0666306 ]"
"[ 30.32620422, -93.24370107999999 ]"
"[ 29.9638945, -90.10645676 ]"
"[ 32.46321324, -92.08762815 ]"
"[ 32.46379696, -92.09381080999999 ]"
"[ 31.39201868, -92.42998957 ]"
"[ 31.53080031, -93.65156308 ]"
"[ 29.96740635, -90.18780291 ]"
"[ 29.96555143, -90.10677471 ]"
"[ 31.7948215, -93.09262249 ]"
"[ 29.81683054, -90.10590551 ]"
"[ 29.6977026, -91.214388 ]"
"[ 32.46320327, -92.08762706 ]"
"[ 31.0710975, -93.253204 ]"
"[ 32.42763897, -93.68653406 ]"
"[ 31.39201868, -92.42998957 ]"

"[ 29.86453652, -90.03670185 ]"
"[ 29.81680283, -90.1058828 ]"
"[ 30.003347, -90.12486939 ]"
"[ 32.56316168, -92.0567783 ]"
"[ 31.53050201, -93.65160804999999 ]"
"[ 30.91795828, -92.61010698 ]"

"[ 29.85065281, -90.11895061 ]"
"[ 31.77223664, -93.64433624999999 ]"
"[ 32.56474679, -92.25263957 ]"
"[ 31.53033236, -93.65158854000001 ]"
"[ 29.85065818, -90.11895061 ]"
"[ 29.7210025, -91.04735727000001 ]"
"[ 29.95112896, -90.06977272 ]"
"[ 30.00605782, -90.12626467 ]"
"[ 29.85065818, -90.11895061 ]"
"[ 29.9334328, -90.08204013 ]"
"[ 32.46320327, -92.08762706 ]"
"[ 31.34388555, -92.51004137 ]"
"[ 30.17296532, -93.94558252 ]"
"[ 15.4936659, -88.0277081 ]"

"[ 29.9713463, -91.7613849 ]"
"[ 29.95861378, -90.06855371 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 14.5999, -88.58306 ]"
"[ 31.53012988, -93.6514954 ]"
"[ 29.72140568, -91.04775008999999 ]"
"[ 32.46320327, -92.08762706 ]"
"[ 29.90124774, -90.01320803999999 ]"
"[ 29.97899026, -90.06477489 ]"
"[ 32.55565528, -92.27089147 ]"
"[ 31.36890644, -92.41690866 ]"
"[ 31.39188646, -92.43035032 ]"
"[ 29.88433686, -90.02755165000001 ]"
"[ 31.79465052, -93.09264181 ]"
"[ 29.85065818, -90.11895061 ]"
"[ 32.46320327, -92.08762706 ]"

"[ 30.25361758, -91.89510291000001 ]"
"[ 29.85065818, -90.11895061 ]"
"[ 29.9476405, -90.13010129 ]"
"[ 31.52560622, -93.6505581 ]"

"[ 32.46320327, -92.08762706 ]"
"[ 30.01912014, -90.06199267 ]"
"[ 32.52446872, -92.33173241999999 ]"
"[ 31.2894919, -92.3294884 ]"
"[ 29.90103185, -90.01354121999999 ]"
"[ 15.40956, -88.01273 ]"
"[ 31.30018591, -92.32760245999999 ]"
"[ 31.53028729, -93.65141739000001 ]"
"[ 32.56457887, -92.25247134999999 ]"
"[ 29.72109084, -91.04745601 ]"
"[ 29.96358333, -90.01881855000001 ]"
"[ 32.5653435, -92.9964662 ]"
"[ 29.84338832, -90.10486369 ]"
"[ 29.95964255, -90.10698757 ]"
"[ 29.9713495, -91.7613841 ]"
"[ 29.94185018, -90.10004296 ]"

"[ 30.22770177, -92.35129673 ]"
"[ 30.25361844, -91.89510246 ]"
"[ 31.39189514, -92.43036795 ]"
"[ 32.55246908, -92.0645213 ]"
"[ 29.88433686, -90.02755165000001 ]"
"[ 32.26861436, -93.69665668 ]"
"[ 31.79502385, -93.09252931 ]"
"[ 29.72105422, -91.04744478000001 ]"
"[ 32.56457887, -92.25247134999999 ]"
"[ 32.46323683, -92.08758136 ]"
"[ 29.90118106, -90.01326696 ]"

"[ 32.42470699, -93.6957433 ]"
"[ 29.96350542, -90.01900018000001 ]"
"[ 31.07832839, -92.09826877 ]"
"[ 32.46382441, -92.09374166000001 ]"
"[ 32.46321857, -92.08762346 ]"

"[ 31.77223664, -93.64433624999999 ]"
"[ 29.9715616, -90.05019540000001 ]"
"[ 32.55240956, -92.06439637 ]"
"[ 30.22771426, -92.35127989 ]"
"[ 14.5999, -88.58306 ]"
"[ 29.72105422, -91.04744478000001 ]"
"[ 17.3300734, -88.5648565 ]"
"[ 31.52863907, -93.64859269999999 ]"
"[ 29.94975456, -90.07688265 ]"
"[ 29.86461828, -90.03666018 ]"
"[ 15.4758971, -88.00099299999999 ]"
"[ 32.5646771, -92.25257461 ]"
"[ 29.9713356, -91.7613693 ]"
"[ 31.32346236, -92.4068003 ]"
"[ 31.39188993, -92.4303736 ]"
"[ 15.40368333, -87.80120667 ]"
"[ 29.90120629, -90.01321407 ]"

"[ 29.9715616, -90.05019540000001 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 29.9348046, -90.0255445 ]"
"[ 29.83933986, -90.10502878 ]"
"[ 29.86461828, -90.03666018 ]"
"[ 14.80861964, -88.41570901999999 ]"

"[ 30.56711598, -92.80327955999999 ]"
"[ 31.29992297, -92.3276846 ]"
"[ 29.97913361, -90.06474337 ]"
"[ 29.93343577, -90.0821412 ]"
"[ 30.14477849, -92.11810826999999 ]"
"[ 29.97958546, -91.88851088 ]"
"[ 17.2421526, -88.7648772 ]"
"[ 15.475874, -88.0009635 ]"
"[ 29.83850576, -90.10979354 ]"
"[ 29.87108727, -90.03554145 ]"
"[ 31.39187289, -92.43031089 ]"
"[ 29.84716763, -90.04717273 ]"
"[ 30.05498362, -92.67911668000001 ]"
"[ 32.56455225, -92.25257068000001 ]"
"[ 29.94187986, -90.10008922999999 ]"

"[ 32.42460622, -93.69586596000001 ]"
"[ 31.34426972, -92.50987693 ]"
"[ 29.99279799, -90.23315663 ]"
"[ 30.13281131, -92.05521106 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 30.8288689, -92.32274916999999 ]"
"[ 31.56551393, -93.0073132 ]"
"[ 17.3284733, -88.5664783 ]"

"[ 15.40368333, -87.80120667 ]"

"[ 29.98452123, -90.15615282 ]"
"[ 29.85065281, -90.11895061 ]"
"[ 31.34386866, -92.51003928 ]"
"[ 32.55238341, -92.06443484 ]"
"[ 30.11442821, -92.91954109 ]"
"[ 29.86465512, -90.03665792 ]"
"[ 30.03178017, -90.24466599 ]"
"[ 31.52056001, -93.64959450000001 ]"
"[ 30.17296499, -93.94557279999999 ]"
"[ 30.01059439, -90.12993683000001 ]"

"[ 29.875016, -92.218675 ]"
"[ 29.97458948, -90.05176269 ]"
"[ 29.920315, -90.1100496 ]"
"[ 15.47170756, -90.36863024 ]"
"[ 30.17296499, -93.94557279999999 ]"
"[ 32.46377382, -92.09382506 ]"
"[ 29.96554547, -90.10678213 ]"
"[ 30.79797509, -92.68432317 ]"
"[ 29.84716638, -90.04717243 ]"
"[ 29.901062, -90.01358453 ]"
"[ 32.5244475, -92.3317337 ]"
"[ 30.82876052, -92.32278488 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 32.46336538, -92.08741937000001 ]"
"[ 14.80864104, -88.41570326999999 ]"
"[ 31.52984681, -93.65180248 ]"
"[ 29.96346736, -90.01891351 ]"
"[ 31.5652999, -93.00728227 ]"
"[ 29.81986018, -90.10670795999999 ]"
"[ 32.46322975, -92.08761281 ]"
"[ 31.5652999, -93.00728227 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 29.96354548, -90.01892667 ]"
"[ 29.9655133, -90.10678905 ]"
"[ 31.34386866, -92.51003928 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 29.90122771, -90.01322019 ]"
"[ 31.5652999, -93.00728227 ]"
"[ 32.55564585, -92.27049747 ]"
"[ 29.72125927, -91.04769301 ]"
"[ 31.52680923, -93.64889053 ]"
"[ 29.98108777, -90.22530963 ]"
"[ 30.82881272, -92.32262073 ]"
"[ 31.3688752, -92.41669654 ]"
"[ 29.84719225, -90.04704460000001 ]"
"[ 31.29986166, -92.32764512 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 15.47170756, -90.36863024 ]"

"[ 32.44393176, -93.61476154 ]"
"[ 32.46419697, -92.09325862999999 ]"
"[ 31.5652999, -93.00728227 ]"

"[ 29.95487305, -90.10388949999999 ]"
"[ 32.56265208, -92.05664443000001 ]"
"[ 32.56468453, -92.25258156 ]"

"[ 15.52122469, -88.01871843000001 ]"
"[ 29.96489384, -90.10580758 ]"

"[ 29.96856472, -90.04954411999999 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 32.55242169, -92.06449214 ]"
"[ 15.4758973, -88.0009927 ]"

"[ 30.17295598, -93.9455816 ]"
"[ 30.22771515, -92.35127867999999 ]"

"[ 31.52957349, -93.65137249999999 ]"
"[ 30.01367172, -90.16821960999999 ]"
"[ 30.56711598, -92.80327955999999 ]"

"[ 32.56453591, -92.25258518 ]"
"[ 30.75759708, -92.41547944 ]"
"[ 29.98101364, -90.2252593 ]"
"[ 32.26872685, -93.69662379 ]"
"[ 29.9011895, -90.01362618 ]"
"[ 29.86451808, -90.03663044 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 31.52986732, -93.65237569 ]"
"[ 29.84361889, -90.10605086 ]"
"[ 29.96306424, -92.03933533999999 ]"
"[ 14.80861232, -88.41570387 ]"
"[ 30.01360129, -90.16795214 ]"
"[ 14.5999, -88.58306 ]"
"[ 31.13428885, -92.79538153999999 ]"
"[ 31.1373589, -93.1425933 ]"
"[ 29.9052312, -89.9945652 ]"
"[ 15.3183331, -87.98946587 ]"
"[ 31.56537722, -93.00725042000001 ]"
"[ 29.94187357, -90.09988260999999 ]"
"[ 32.46378753, -92.09382841 ]"
"[ 30.041213, -89.9962355 ]"
"[ 31.52986732, -93.65237569 ]"
"[ 29.95970135, -90.10672768000001 ]"
"[ 15.40924, -88.01253 ]"

"[ 29.84361889, -90.10605086 ]"
"[ 30.82874539, -92.3227423 ]"
"[ 31.79504926, -93.09246928 ]"
"[ 30.56711598, -92.80327955999999 ]"
"[ 29.96277038, -90.03444340999999 ]"
"[ 30.01668499, -90.12623137999999 ]"
"[ 31.34386866, -92.51003928 ]"
"[ 15.3185698, -87.98970561 ]"
"[ 32.56450976, -92.25257194 ]"

"[ 31.52676905, -93.65119137000001 ]"
"[ 32.46993268, -92.08557428 ]"
"[ 29.96288503, -90.03438653000001 ]"
"[ 31.98636145, -93.48756204999999 ]"
"[ 29.94190446, -90.09987784 ]"

"[ 31.79482138, -93.09254971999999 ]"
"[ 29.86452068, -90.03672087 ]"
"[ 32.547287, -92.7129759 ]"
"[ 32.55238364, -92.01953475000001 ]"
"[ 17.5126825, -88.20184949999999 ]"
"[ 31.2894919, -92.3294884 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 31.79527142, -93.09245152 ]"
"[ 31.29984448, -92.3276183 ]"
"[ 15.4758969, -88.0009929 ]"

"[ 32.57788677, -93.64603760999999 ]"
"[ 32.44382678, -93.61463414000001 ]"

"[ 29.97891853, -90.06500991 ]"
"[ 29.84361889, -90.10605086 ]"
"[ 31.65712966, -91.84208755 ]"
"[ 14.80860545, -88.41570528 ]"
"[ 29.9012441, -90.01320477 ]"
"[ 29.86444897, -90.03667672 ]"
"[ 32.55940632, -92.17023485999999 ]"
"[ 29.9715616, -90.0501953 ]"
"[ 32.55252737, -92.01947397000001 ]"
"[ 30.1409828, -92.934382 ]"
"[ 30.82866577, -92.32292343 ]"
"[ 29.86463936, -90.03664048 ]"
"[ 32.46378518, -92.09377904 ]"
"[ 31.1342776, -92.79540953 ]"
"[ 15.4758973, -88.0009927 ]"
"[ 29.95467375, -90.17485911 ]"
"[ 30.0412285, -89.9962407 ]"
"[ 15.39756007, -87.80722457 ]"
"[ 31.99664244, -93.51794905 ]"
"[ 30.82866577, -92.32292343 ]"
"[ 29.94121032, -90.12349057 ]"
"[ 31.13427744, -92.79540993000001 ]"
"[ 29.8506099, -90.11895597 ]"
"[ 30.2431101, -93.75929739999999 ]"
"[ 32.56451366, -92.25249851 ]"
"[ 29.94189004, -90.09999971000001 ]"
"[ 15.39758274, -87.80720014000001 ]"
"[ 31.29986371, -92.32759282000001 ]"
"[ 30.03332687, -90.04584548 ]"
"[ 29.97288943, -90.12070995000001 ]"
"[ 14.58512, -88.58114999999999 ]"
"[ 29.92062797, -90.01070558000001 ]"
"[ 31.79454331, -93.09269847 ]"
"[ 31.34385483, -92.51003851999999 ]"
"[ 29.94753416, -89.96678892 ]"
"[ 32.55242338, -92.01950146 ]"
"[ 30.01674433, -90.12624805999999 ]"
"[ 14.5999, -88.58306 ]"
"[ 29.93338848, -90.11221449 ]"
"[ 29.97287339, -90.12069812999999 ]"

"[ 29.85064745, -90.1188916 ]"
"[ 29.94707356, -90.00140620000001 ]"
