geo.coordinates
"[ 15.83470784, -87.94468822 ]"

"[ 30.01177659, -90.15257578000001 ]"
"[ 31.77216859, -93.64443425 ]"
"[ 29.77666144, -90.84042006999999 ]"
"[ 30.0675, -92.11666667 ]"
"[ 15.40717, -88.01018000000001 ]"
"[ 30.32965622, -92.60070421 ]"

"[ 30.02116455, -90.27380425 ]"
"[ 15.49778, -88.8319 ]"
"[ 31.06154668, -93.24606113999999 ]"
"[ 30.6667272, -92.2759413 ]"
"[ 29.96886387, -90.06039417 ]"
"[ 15.84649, -87.94155000000001 ]"
"[ 29.91014444, -90.05718586 ]"
"[ 32.54440358, -92.17223567000001 ]"
"[ 32.40603467, -92.10398443 ]"
"[ 30.05536462, -92.67905549 ]"
"[ 29.9660531, -90.10985039000001 ]"
"[ 30.13476347, -93.32437609 ]"

"[ 31.33438643, -92.38008658 ]"
"[ 31.33438643, -92.38008658 ]"
"[ 30.69444404, -92.25854388 ]"
"[ 15.00373, -89.5729 ]"
"[ 29.92064699, -90.01069629 ]"
"[ 29.88579336, -90.09291482 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 30.67548053, -92.42831388 ]"
"[ 30.49070087, -92.46762536999999 ]"
"[ 30.34775581, -93.20841213 ]"


"[ 15.83470784, -87.94468822 ]"
"[ 29.93163801, -89.93035728 ]"
"[ 15.44754, -88.02132 ]"
"[ 30.13321809, -93.33163424999999 ]"
"[ 30.28353956, -92.13077266000001 ]"
"[ 30.84161767, -92.25814215 ]"
"[ 32.54779729, -93.49254861 ]"
"[ 29.84572688, -90.12007791000001 ]"
"[ 30.67548053, -92.42831388 ]"
"[ 32.40623872, -92.10392584 ]"
"[ 15.40717, -88.01018000000001 ]"
"[ 32.54436984, -92.17216560999999 ]"
"[ 15.84649, -87.94155000000001 ]"
"[ 30.01359182, -90.16794443000001 ]"
"[ 29.6977026, -91.214388 ]"
"[ 15.44553, -88.01945000000001 ]"
"[ 29.94164898, -89.91757177 ]"
"[ 15.49778, -88.8319 ]"

"[ 30.49068688, -92.46757272000001 ]"
"[ 32.34968213, -92.67875167 ]"
"[ 29.94160547, -89.91757337 ]"
"[ 30.5115139, -92.3373453 ]"
"[ 30.6667272, -92.2759413 ]"

"[ 15.84649, -87.94155000000001 ]"
"[ 29.93162879, -89.93047681 ]"
"[ 31.33441174, -92.38003268999999 ]"
"[ 29.95050433, -90.07315377 ]"
"[ 29.9234075, -90.08723173999999 ]"
"[ 31.33441941, -92.38004442 ]"
"[ 29.87082094, -90.0354258 ]"
"[ 30.00274194, -90.0731632 ]"
"[ 29.8710656, -90.03571051 ]"
"[ 30.12107916, -93.99634584 ]"
"[ 30.09919023, -92.67422188 ]"
"[ 30.13547997, -93.32435533 ]"
"[ 30.02119527, -90.27401115000001 ]"
"[ 31.35094001, -92.37130109 ]"
"[ 32.40614811, -92.10390556 ]"
"[ 32.54791489, -93.49245457000001 ]"
"[ 30.67324512, -92.22823751 ]"
"[ 31.33446903, -92.38009614000001 ]"
"[ 30.18226861, -89.82366085 ]"
"[ 29.94159206, -89.91756599 ]"
"[ 32.54788501, -93.49250813 ]"
"[ 31.79527644, -93.09244975 ]"
"[ 30.12849653, -93.33113614 ]"
"[ 30.82902543, -92.32254555999999 ]"
"[ 15.5584198, -88.0210508 ]"
"[ 30.02099677, -90.27360242 ]"
"[ 30.69435511, -92.258579 ]"
"[ 15.00373, -89.5729 ]"
"[ 29.99460069, -90.10900321 ]"
"[ 15.83544852, -87.94582407 ]"
"[ 15.74771279, -86.84882672000001 ]"
"[ 30.03179375, -90.24462677 ]"
"[ 30.13514572, -93.32405058000001 ]"
"[ 32.98387176, -92.64633795 ]"
"[ 30.6667276, -92.27594120000001 ]"

"[ 30.00277488, -90.07317888 ]"
"[ 31.79517096, -93.09244839 ]"
"[ 30.4345758, -93.116293 ]"
"[ 30.140984, -92.93438279999999 ]"
"[ 15.53645288, -88.03421396 ]"
"[ 16.92476529, -89.8942169 ]"
"[ 32.46373917, -92.09383871999999 ]"
"[ 30.6667272, -92.27593950000001 ]"
"[ 29.95052102, -90.07316843 ]"
"[ 32.46375614, -92.09375774999999 ]"
"[ 30.25399824, -91.89546942 ]"
"[ 31.79524226, -93.09244753999999 ]"

"[ 29.5628985, -90.6879326 ]"
"[ 32.42053655, -92.03851634999999 ]"
"[ 30.03179375, -90.24462677 ]"
"[ 31.61242773, -93.41048431 ]"
"[ 29.9052942, -89.9755253 ]"
"[ 29.96397599, -90.10602935 ]"

"[ 30.34775683, -93.20843782999999 ]"
"[ 31.94141533, -92.69698293 ]"

"[ 29.95053251, -90.07318367000001 ]"
"[ 29.94165583, -89.9175729 ]"
"[ 30.5597845, -93.237437 ]"
"[ 30.49072234, -92.46767362 ]"
"[ 32.46368104, -92.09382707 ]"
"[ 14.58076155, -88.58838124 ]"
"[ 29.95059442, -90.07315937 ]"
"[ 29.875016, -92.218675 ]"
"[ 31.35685135, -91.82763250000001 ]"
"[ 15.00373, -89.5729 ]"
"[ 15.47632, -88.83016000000001 ]"
"[ 30.6667282, -92.27594000000001 ]"
"[ 30.4327332, -93.98049432000001 ]"
"[ 31.77205173, -93.64444287000001 ]"
"[ 29.8627326, -90.00118184999999 ]"
"[ 15.4086, -88.01062 ]"
"[ 32.42880472, -92.20255833 ]"
"[ 30.67332949, -92.22821832 ]"
"[ 32.46369227, -92.09384501 ]"
"[ 30.49072397, -92.46767642 ]"
"[ 15.47632, -88.83016000000001 ]"
"[ 30.1284268, -93.33043163000001 ]"

"[ 31.53016734, -93.651944 ]"

"[ 31.0711196, -93.2532659 ]"
"[ 31.77205173, -93.64444287000001 ]"

"[ 32.46372341, -92.09383889 ]"
"[ 30.4345758, -93.116293 ]"
"[ 31.53027375, -93.65174472 ]"
"[ 30.84049843, -93.25084559 ]"
"[ 15.31828024, -87.98957883 ]"

"[ 15, -95 ]"
"[ 30.01359807, -90.16795063000001 ]"
"[ 30.6667264, -92.2759406 ]"
"[ 30.1409836, -92.93438329999999 ]"
"[ 32.40626827, -92.10393464000001 ]"
"[ 29.9496337, -90.029668 ]"
"[ 30.00269069, -90.07302951 ]"

"[ 29.9433534, -90.08270764 ]"
"[ 30.6667273, -92.2759418 ]"
"[ 30.4345758, -93.116293 ]"

"[ 30.82872733, -92.32283651 ]"
"[ 31.53013461, -93.65173031 ]"
"[ 32.34973452, -92.67857296 ]"
"[ 29.97244452, -90.06436945999999 ]"
"[ 32.5339095, -92.7354756 ]"
"[ 32.34973452, -92.67857296 ]"
"[ 15.40737, -88.01027000000001 ]"
"[ 30.0195964, -90.1146962 ]"
"[ 30.4345758, -93.116293 ]"
"[ 32.4637447, -92.09382548000001 ]"
"[ 15, -95 ]"
"[ 30.13437826, -93.32364352 ]"
"[ 29.98493641, -90.25714874000001 ]"
"[ 31.77205173, -93.64444287000001 ]"
"[ 29.86451673, -90.03691860000001 ]"
"[ 29.8987989, -90.0394496 ]"

"[ 15.4947563, -88.04007052999999 ]"
"[ 32.4637447, -92.09382548000001 ]"
"[ 30.6667274, -92.27594120000001 ]"
"[ 30.67332953, -92.22821882 ]"
"[ 32.5653435, -92.9964662 ]"
"[ 25, -95 ]"
"[ 30.5040965, -92.3425628 ]"
"[ 15.5431864, -88.0046876 ]"
"[ 30.6667275, -92.2759403 ]"
"[ 15.00373, -89.5729 ]"
"[ 29.99683287, -90.78368381 ]"
"[ 29.96219931, -90.10107653999999 ]"
"[ 29.9715617, -90.0501951 ]"
"[ 30.04574844, -89.97966559 ]"
"[ 32.56471454, -92.25260957 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 30.13240323, -93.32565058 ]"
"[ 31.79524285, -93.09244724 ]"
"[ 32.46374533, -92.09382548000001 ]"

"[ 29.86276202, -90.00129065 ]"
"[ 15.4779488, -88.0163979 ]"
"[ 29.86452063, -90.03695245999999 ]"
"[ 29.95911925, -90.09621779 ]"
"[ 29.96170764, -90.07827883 ]"
"[ 30.6667272, -92.27593950000001 ]"
"[ 30.3769601, -92.00605991 ]"
"[ 29.95911925, -90.09621779 ]"
"[ 15.49778, -88.8319 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 30.31370778, -91.83229374 ]"

"[ 30.82858894, -92.322778 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 29.98493641, -90.25714874000001 ]"
"[ 32.40611329, -92.10410957000001 ]"
"[ 29.94569419, -90.12676585 ]"
"[ 30.31358823, -91.83275152 ]"
"[ 29.9687418, -90.06044799999999 ]"
"[ 15.54731835, -88.01669087000001 ]"
"[ 29.78652748, -90.77369021 ]"
"[ 31.7951328, -93.0924474 ]"
"[ 15.5179579, -88.03167135 ]"
"[ 30.6667279, -92.2759393 ]"
"[ 29.8854411, -90.09256631 ]"
"[ 31.35685827, -91.82763283 ]"
"[ 14.58366234, -88.58145503 ]"
"[ 14.44416624, -89.74363656 ]"
"[ 29.86276202, -90.00129065 ]"
"[ 29.86276202, -90.00129065 ]"
"[ 29.99281123, -90.23277618 ]"
"[ 15.39736446, -87.80713848000001 ]"
"[ 29.78651944, -90.77367922000001 ]"
"[ 15.00373, -89.5729 ]"
"[ 29.98859967, -90.23703395 ]"
"[ 29.94471449, -90.06482939 ]"
"[ 30.33204866, -91.81334932 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 31.53016432, -93.65157019999999 ]"
"[ 30.6667267, -92.27594019999999 ]"
"[ 31.53016432, -93.65157019999999 ]"

"[ 29.99281375, -90.23286830000001 ]"
"[ 32.34973452, -92.67857296 ]"
"[ 30.1409839, -92.93438310000001 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 32.55622462, -92.49163354 ]"
"[ 29.63691108, -90.678105 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 31.77205173, -93.64444287000001 ]"
"[ 30.01678616, -90.12584221 ]"

"[ 32.43568527, -92.05090267999999 ]"
"[ 30.6667272, -92.2759413 ]"
"[ 29.63809818, -90.67202915 ]"
"[ 30.01677518, -90.12620053000001 ]"
"[ 30.6667272, -92.27593950000001 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 31.79513294, -93.09244738 ]"
"[ 31.35026387, -92.37102387 ]"
"[ 31.94143755, -92.69699110000001 ]"
"[ 29.9684342, -90.03467245 ]"
"[ 32.40613416, -92.10394269 ]"
"[ 31.26699144, -92.3455192 ]"
"[ 31.61301321, -93.41246431 ]"
"[ 32.60615231, -93.70918594 ]"

"[ 31.0711219, -93.25327299999999 ]"
"[ 15.40858, -88.01067 ]"
"[ 29.98505889, -90.0672636 ]"
"[ 30.08892739, -90.9418464 ]"
"[ 29.9713155, -91.761425 ]"
"[ 15.5528624, -88.0277717 ]"
"[ 30.4978586, -92.3530119 ]"
"[ 30.13494664, -93.32352634999999 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 32.34973452, -92.67857296 ]"
"[ 30.6667272, -92.27594120000001 ]"
"[ 30.82866493, -92.32315427 ]"
"[ 30.13586861, -93.32248249 ]"
"[ 25, -95 ]"
"[ 30.571347, -92.0979322 ]"
"[ 29.86448628, -90.03653247 ]"
"[ 29.9226382, -89.91337179999999 ]"
"[ 30.25944094, -92.66279208 ]"
"[ 30.43510293, -93.97590756 ]"
"[ 29.9713423, -91.7613762 ]"

"[ 29.88553722, -90.09257237 ]"
"[ 30.6667272, -92.27594120000001 ]"
"[ 30.00953603, -90.26161883 ]"
"[ 29.9052942, -89.9755253 ]"
"[ 31.79502558, -93.09243069 ]"
"[ 29.85989716, -89.98474852 ]"
"[ 30.37699958, -92.00614367999999 ]"
"[ 30.31786182, -91.90252318 ]"
"[ 29.92543452, -90.07013397999999 ]"
"[ 29.971376, -91.761415 ]"

"[ 30.0411976, -89.9961946 ]"
"[ 30.841956, -92.25840963 ]"
"[ 30.13462057, -93.32367782 ]"
"[ 32.5415452, -92.7323428 ]"
"[ 30.37698181, -92.00610233 ]"
"[ 29.85989716, -89.98474852 ]"
"[ 29.92543452, -90.07013397999999 ]"
"[ 30.6733382, -92.22828244 ]"
"[ 29.92546042, -90.07016892999999 ]"
"[ 30.09936665, -92.67440495 ]"
"[ 29.92546863, -90.07012216 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 15.00373, -89.5729 ]"

"[ 31.79491233, -93.09243705999999 ]"
"[ 30.0132229, -90.198905 ]"


"[ 30.37698181, -92.00610233 ]"
"[ 30.43308855, -93.98004656000001 ]"
"[ 31.79527091, -93.09244889999999 ]"
"[ 32.46374591, -92.09382414 ]"
"[ 30.43291903, -93.98020975 ]"
"[ 32.43569256, -92.05094115 ]"
"[ 29.99276668, -90.23291172 ]"
"[ 30.6667274, -92.27594120000001 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 29.92550644, -90.07010674 ]"
"[ 32.42880924, -92.20256500000001 ]"
"[ 15.39265683, -87.79397073 ]"
"[ 30.43297933, -93.98021989999999 ]"
"[ 32.45966, -91.76438 ]"
"[ 14.76248, -88.78104 ]"
"[ 29.88551307, -90.09258407 ]"

"[ 30.43297933, -93.98021989999999 ]"
"[ 31.5780336, -93.50240029 ]"

"[ 30.67332022, -92.22824992 ]"
"[ 15.54986487, -88.01755926 ]"
"[ 31.34769965, -92.24390923999999 ]"
"[ 29.92540246, -90.07014354 ]"
"[ 15.76227568, -86.82515331 ]"
"[ 29.96475427, -90.10580453 ]"
"[ 31.33447774, -92.37991146 ]"
"[ 31.51624765, -93.64861911 ]"
"[ 30.31397357, -91.83212761999999 ]"
"[ 31.33448089, -92.38015632 ]"
"[ 30.15075676, -93.3324418 ]"
"[ 30.69435478, -92.25857682 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 32.08921109, -93.87379403 ]"

"[ 30.6667272, -92.27594120000001 ]"
"[ 31.0711238, -93.2532707 ]"
"[ 15.54281044, -88.00361633 ]"
"[ 15.40754, -88.01078 ]"
"[ 32.5653435, -92.9964662 ]"
"[ 29.94159533, -89.91757647 ]"
"[ 32.4675159, -92.08825404 ]"
"[ 32.5480081, -93.49250243 ]"
"[ 15.00373, -89.5729 ]"
"[ 30.6667276, -92.27594120000001 ]"

"[ 29.93173037, -89.93061135000001 ]"


"[ 29.7684369, -90.85681119 ]"
"[ 31.51622214, -93.6486137 ]"
"[ 30.04580477, -89.97972476 ]"
"[ 29.9684342, -90.03467245 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 30.6667276, -92.27594120000001 ]"

"[ 14.44416624, -89.74363656 ]"
"[ 30.00650559, -90.17292175999999 ]"
"[ 15.39001167, -87.81136333000001 ]"
"[ 30.82864108, -92.32271446999999 ]"
"[ 30.13205256, -93.34651483 ]"
"[ 29.93163005, -89.93056926 ]"
"[ 29.92287946, -90.03710337 ]"
"[ 29.9713023, -91.7614428 ]"
"[ 15.76227979, -86.8251226 ]"
"[ 30.48148133, -92.45613842 ]"
"[ 30.69028799, -92.13045549 ]"
"[ 30.2430718, -93.7593104 ]"
"[ 30.0162347, -90.06452116 ]"
"[ 29.9713242, -91.7614478 ]"
"[ 29.95792508, -90.07887839 ]"
"[ 32.55576429, -92.27040259 ]"

"[ 30.82867247, -92.32278965 ]"
"[ 29.93163005, -89.93056926 ]"
"[ 32.2863353, -92.7063632 ]"
"[ 14.93215996, -89.52275564 ]"
"[ 30.04587715, -89.97976734 ]"
"[ 15.74716145, -86.84901379 ]"
"[ 29.94062894, -90.20467065 ]"
"[ 14.95385936, -89.79713038 ]"
"[ 29.875016, -92.218675 ]"
"[ 30.13573249, -93.32619274 ]"
"[ 29.91201027, -90.14069216999999 ]"
"[ 32.46379419, -92.09382062 ]"
"[ 29.86456547, -90.03671751 ]"
"[ 30.12098908, -93.99641403 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 29.91156935, -90.03090904 ]"
"[ 32.43584117, -92.05091718 ]"
"[ 15.39001167, -87.81136333000001 ]"
"[ 30.1409839, -92.934383 ]"
"[ 14.75862, -88.77704 ]"
"[ 32.54803044, -93.49247377 ]"
"[ 30.37699262, -92.00610039999999 ]"

"[ 30.04587723, -89.97977824 ]"
"[ 30.82867247, -92.32278965 ]"
"[ 15.80718, -87.94183071 ]"
"[ 31.516224, -93.64861409 ]"
"[ 29.9715616, -90.0501953 ]"
"[ 30.0221471, -90.0119449 ]"
"[ 15.00373, -89.5729 ]"
"[ 30.6667283, -92.2759389 ]"
"[ 29.93163005, -89.93056926 ]"
"[ 14.93212861, -89.5226942 ]"
"[ 30.31341058, -91.83241830999999 ]"
"[ 29.97158781, -90.05019526 ]"
"[ 30.5242512, -92.12255070000001 ]"
"[ 32.46753836, -92.08802631 ]"

"[ 15.40713, -88.01066 ]"

"[ 30.04587723, -89.97977824 ]"
"[ 29.95188693, -90.12492841 ]"
"[ 30.6667277, -92.2759389 ]"
"[ 29.96891099, -90.06060225 ]"
"[ 31.26692275, -92.34545968 ]"
"[ 29.9716121, -90.05013049999999 ]"
"[ 15.00373, -89.5729 ]"
"[ 30.5242504, -92.12255380000001 ]"
"[ 30.22771, -92.35129000000001 ]"
"[ 30.43290469, -93.98012057 ]"
"[ 32.40613827, -92.10386189 ]"
"[ 30.82875583, -92.32271363 ]"
"[ 15.54745012, -88.01673597 ]"
"[ 30.02105934, -90.27342154 ]"
"[ 30.6667283, -92.2759389 ]"
"[ 32.40613827, -92.10386189 ]"
"[ 29.92245878, -90.11805708999999 ]"
"[ 30.82875583, -92.32271363 ]"
"[ 32.45966, -91.76438 ]"
"[ 29.906606, -90.03010369 ]"


"[ 30.6667284, -92.2759393 ]"
"[ 31.36891969, -92.41666037 ]"
"[ 29.96891099, -90.06060225 ]"
"[ 30.01264282, -90.02016585 ]"
"[ 29.95878808, -90.06813372000001 ]"
"[ 29.93668582, -90.20304432 ]"
"[ 15.42711, -87.92968999999999 ]"
"[ 30.04587723, -89.97977824 ]"
"[ 15.5291385, -88.02754349999999 ]"
"[ 31.44424326, -91.71606903 ]"

"[ 29.92997732, -89.92577783999999 ]"
"[ 30.22771, -92.35128 ]"
"[ 32.40613827, -92.10386189 ]"
"[ 29.391595, -90.26614499999999 ]"
"[ 32.46379059, -92.09381643 ]"
"[ 30.14790126, -93.33132618 ]"
"[ 29.94509153, -91.0260961 ]"
"[ 30.82856061, -92.32285428 ]"
"[ 30.76443145, -92.40757945 ]"
"[ 30.04587723, -89.97977824 ]"
"[ 31.42981624, -92.49793757 ]"

"[ 30.31337698, -91.83213042 ]"

"[ 30.82855823, -92.32280147 ]"
"[ 30.6667267, -92.27593880000001 ]"
"[ 31.30451252, -92.63073288 ]"
"[ 31.29988083, -92.32758255 ]"
"[ 30.6667284, -92.2759393 ]"
"[ 29.8506099, -90.11897743 ]"
"[ 31.5300411, -93.65161542 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 30.82877242, -92.32276476 ]"


"[ 29.94062638, -90.20462086000001 ]"
"[ 32.42880437, -92.20255997 ]"
"[ 29.95846651, -90.06853891 ]"
"[ 29.9715618, -90.050194 ]"
"[ 30.6667277, -92.2759413 ]"
"[ 30.77263374, -92.40596329 ]"
"[ 29.85059381, -90.11899352 ]"
"[ 30.7580869, -93.3392638 ]"
"[ 31.77217034, -93.64444266 ]"
"[ 14.7989571, -89.5502042 ]"
"[ 31.13427762, -92.79541012999999 ]"
"[ 29.88553741, -90.09257239999999 ]"
"[ 29.59197634, -90.73866630000001 ]"
"[ 29.6952134, -90.59716662 ]"
"[ 30.01650222, -90.06421641999999 ]"
"[ 32.46768106, -92.08823778 ]"
"[ 30.3134649, -91.83251769 ]"
"[ 30.6667271, -92.2759392 ]"
"[ 32.42880748, -92.20256809999999 ]"
"[ 29.96767836, -90.20321335 ]"
"[ 14.76248, -88.78104 ]"
"[ 29.94448642, -90.06543677000001 ]"
"[ 30.10282007, -89.89962 ]"
"[ 15.4779481, -88.0163963 ]"
"[ 32.48967, -92.63415999999999 ]"
"[ 30.82877242, -92.32276476 ]"
"[ 29.98840289, -90.20689165 ]"
"[ 29.86457298, -90.03678231000001 ]"
"[ 15.47632, -88.83016000000001 ]"
"[ 30.2431473, -93.7592604 ]"
"[ 32.46749415, -92.08847187000001 ]"
"[ 29.93163595, -89.9304149 ]"
"[ 32.55931672, -92.17017651 ]"

"[ 32.40608403, -92.10401460999999 ]"
"[ 31.56541376, -93.0072899 ]"
"[ 31.52462767, -93.64216080999999 ]"
"[ 30.04587987, -89.97978277 ]"
"[ 29.85056698, -90.11898816 ]"

"[ 30.6667272, -92.2759411 ]"
"[ 29.9715616, -90.0501953 ]"
"[ 30.82867884, -92.32282402 ]"
"[ 32.55916677, -92.07180181 ]"
"[ 29.92147827, -90.02223205999999 ]"
"[ 32.40607616, -92.10398334 ]"
"[ 30.69837649, -92.25956403000001 ]"
"[ 31.20485002, -92.42066765 ]"
"[ 29.89959382, -90.09003237 ]"

"[ 30.31342094, -91.83278934000001 ]"
"[ 29.96893521, -90.06059806 ]"
"[ 31.02888663, -93.206613 ]"
"[ 32.46749415, -92.08847187000001 ]"
"[ 31.3476996, -92.24390928 ]"
"[ 29.90056404, -90.02864001 ]"
"[ 32.54272125, -92.71698485 ]"

"[ 30.13363839, -93.32525870000001 ]"
"[ 30.75751542, -92.41571747 ]"
"[ 30.82867159, -92.32282159 ]"
"[ 30.0412397, -89.9962712 ]"
"[ 29.9715628, -90.0501936 ]"
"[ 31.56541879, -93.00714967 ]"
"[ 15.4779495, -88.0163958 ]"
"[ 32.34935713, -92.67888856 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 30.6667275, -92.27593899999999 ]"
"[ 32.46749415, -92.08847187000001 ]"
"[ 15.40893206, -87.80155535999999 ]"
"[ 32.55913161, -92.07183422999999 ]"
"[ 30.77290232, -92.40655138 ]"
"[ 30.13369699, -93.25792481000001 ]"
"[ 30.13402142, -93.32454528 ]"
"[ 30.1315527, -92.049819 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 14.44416624, -89.74363656 ]"
"[ 30.6667283, -92.2759389 ]"
"[ 30.82881123, -92.32261942 ]"
"[ 29.89862546, -90.01915 ]"

"[ 30.1409839, -92.934383 ]"
"[ 29.87049347, -90.06130392999999 ]"
"[ 31.0711154, -93.2532571 ]"
"[ 30.6667272, -92.2759411 ]"
"[ 29.9715618, -90.0501953 ]"
"[ 30.25809382, -93.23178501 ]"
"[ 29.87049347, -90.06130392999999 ]"
"[ 29.9373914, -90.12490639000001 ]"
"[ 32.56426903, -92.25280001 ]"
"[ 30.01733304, -90.05678211 ]"
"[ 14.7624, -88.78089 ]"
"[ 30.04588729, -89.97979358000001 ]"
"[ 30.6667274, -92.2759413 ]"
"[ 15.74722422, -86.8490832 ]"
"[ 14.92952105, -89.71707368 ]"
"[ 32.5769488, -92.38887 ]"
"[ 29.92587587, -90.0694522 ]"
"[ 29.76558967, -90.79172224 ]"
"[ 29.93078553, -89.93132489 ]"
"[ 31.29989169, -92.32756223 ]"

"[ 32.55564162, -92.27048680999999 ]"
"[ 15.40776, -88.01057 ]"
"[ 30.22771, -92.35128 ]"
"[ 14.93211839, -89.52265061 ]"
"[ 30.1315334, -92.04987010000001 ]"
"[ 32.55939119, -92.17025802000001 ]"
"[ 30.13468028, -93.32358232999999 ]"
"[ 31.5655744, -93.00721371 ]"
"[ 29.86449166, -90.03666004 ]"
"[ 31.0711283, -93.25328020000001 ]"
"[ 31.30458977, -92.63069074000001 ]"
"[ 30.6667205, -92.27598020000001 ]"
"[ 31.6483331, -93.084073 ]"
"[ 29.92571097, -90.06913046 ]"
"[ 32.40616911, -92.10399357 ]"

"[ 30.24405145, -93.09299779 ]"
"[ 29.8506099, -90.11896133 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 31.53135428, -93.65060258 ]"
"[ 15.51677516, -88.01027623 ]"
"[ 30.46412939, -93.44812281999999 ]"
"[ 29.92598077, -90.06937474999999 ]"
"[ 30.93328564, -92.90582132 ]"
"[ 30.75759292, -92.41549698999999 ]"
"[ 32.5363134, -92.36248070000001 ]"
"[ 29.92147827, -90.02223205999999 ]"
"[ 29.99726483, -90.17712738 ]"
"[ 30.0412947, -89.9963166 ]"

"[ 29.96387077, -90.10642146000001 ]"

"[ 29.875016, -92.218675 ]"
"[ 29.9537, -90.07769999999999 ]"
"[ 31.049821, -91.9743909 ]"
"[ 30.82870185, -92.32278530000001 ]"
"[ 14.7624, -88.78089 ]"
"[ 29.98886992, -90.23673415 ]"
"[ 31.56524579, -93.007293 ]"
"[ 29.85060453, -90.11895597 ]"
"[ 32.40616911, -92.10399357 ]"
"[ 31.52942649, -93.64760819999999 ]"
"[ 31.0711255, -93.2532772 ]"
"[ 30.75751769, -92.41572123 ]"
"[ 29.63786617, -90.67221355 ]"

"[ 30.13468028, -93.32358232999999 ]"
"[ 29.85059917, -90.11895597 ]"
"[ 31.56524952, -93.00736743 ]"

"[ 30.02108695, -90.27350552 ]"
"[ 30.6667276, -92.27594120000001 ]"
"[ 31.6483331, -93.084073 ]"
"[ 29.92628704, -90.06998372 ]"
"[ 30.6879026, -92.19333686 ]"
"[ 30.7653799, -92.406871 ]"
"[ 29.98470326, -90.24091412 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 30.37699635, -92.00609695999999 ]"
"[ 29.85059917, -90.11895597 ]"
"[ 31.53038557, -93.65155581 ]"
"[ 30.75751853, -92.41571878000001 ]"
"[ 31.5299311, -93.65166918 ]"
"[ 31.0711245, -93.2532721 ]"
"[ 14.58778, -88.5822 ]"
"[ 30.6879026, -92.19333686 ]"
"[ 30.022314, -90.0120725 ]"

"[ 30.7653799, -92.406871 ]"
"[ 32.5415452, -92.7323428 ]"
"[ 29.95684466, -90.06669907 ]"
"[ 31.77225705, -93.64428746999999 ]"
"[ 31.13434443, -92.79524188000001 ]"
"[ 30.6667274, -92.27594120000001 ]"

"[ 15.71767098, -88.60097243 ]"
"[ 29.96386846, -90.10641649 ]"

"[ 15.49126945, -88.0370167 ]"
"[ 30.0412303, -89.9962613 ]"
"[ 14.58778, -88.5822 ]"
"[ 29.85830883, -90.10108488 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 29.97913989, -90.27389889 ]"
"[ 31.56524952, -93.00736743 ]"

"[ 30.22545, -92.35433999999999 ]"
"[ 29.7752718, -90.77903311 ]"
"[ 31.58497008, -93.47106943 ]"
"[ 32.85441257, -92.85141322 ]"
"[ 30.33123702, -91.81361917 ]"
"[ 31.30458704, -92.63071278 ]"
"[ 29.86694944, -90.08267809 ]"

"[ 15.5291385, -88.02754349999999 ]"
"[ 30.6667274, -92.27594120000001 ]"

"[ 30.82861212, -92.32288638 ]"
"[ 15.40914, -88.01237999999999 ]"
"[ 30.0411912, -89.9961715 ]"
"[ 15.8453625, -87.93436749999999 ]"
"[ 30.17296273, -93.94560692 ]"
"[ 30.1742825, -92.00321056999999 ]"
"[ 15.83908, -87.93347 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 29.86700754, -90.08267943 ]"
"[ 31.2998917, -92.3275622 ]"
"[ 31.77214833, -93.64446131 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 15.00373, -89.5729 ]"
"[ 30.37702011, -92.00615313 ]"

"[ 30.0020695, -90.18588785 ]"
"[ 29.94540317, -90.10599397999999 ]"
"[ 29.94165685, -90.1287724 ]"
"[ 30.43300951, -93.98024026 ]"
"[ 29.86592584, -90.09830954 ]"
"[ 29.79606789, -90.7938182 ]"
"[ 30.22759, -92.35144 ]"
"[ 31.77185752, -93.64429375 ]"
"[ 31.5918261, -93.0301178 ]"
"[ 30.37700507, -92.00610157 ]"
"[ 29.9759781, -90.1842959 ]"
"[ 30.8288451, -92.32274515 ]"
"[ 30.7723342, -92.40623094 ]"
"[ 30.6667257, -92.2759403 ]"
"[ 29.86701035, -90.08267406 ]"
